EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
189889.500,192110.200,196462.300,247050.400,70021.850,199655.200,190089.600,695139.200,0.000
189888.300,192106.500,196449.000,246144.400,69991.010,199656.800,190020.500,694402.500,0.000
189914.300,192137.100,196482.000,245503.600,70025.070,199682.100,190056.100,693867.800,0.000
189918.200,192139.600,196495.400,246116.800,70052.700,199688.300,190122.300,694018.900,0.000
189931.600,192153.500,196514.500,247064.800,70078.350,199689.100,190161.100,694719.700,0.000
189926.600,192148.100,196499.500,247011.900,70051.800,199683.600,190108.100,694940.300,0.000
189916.100,192132.400,196472.600,246119.100,70010.310,199673.000,190032.300,694214.100,0.000
189925.300,192139.600,196483.500,245481.100,70022.740,199671.800,190045.100,693677.400,0.000
189916.900,192132.000,196487.000,246054.500,70037.230,199667.200,190099.500,693797.200,0.000
189920.400,192141.300,196501.300,246980.300,70061.990,199673.800,190148.400,694480.300,0.000
189921.500,192143.700,196494.000,246943.700,70047.150,199679.000,190108.600,694720.300,0.000
189917.800,192133.000,196473.300,246062.100,70012.730,199672.300,190034.700,694002.300,0.000
189931.800,192146.200,196490.500,245443.700,70033.830,199682.900,190058.500,693484.900,0.000
189925.500,192131.000,196490.000,245993.900,70043.400,199667.900,190102.300,693593.300,0.000
189928.400,192129.700,196496.500,246897.900,70057.790,199656.400,190137.000,694246.000,0.000
189944.800,192147.500,196503.700,246883.800,70058.510,199681.000,190118.000,694502.200,0.000
189951.100,192152.500,196496.700,246035.100,70037.230,199694.200,190062.200,693822.300,0.000
189938.700,192142.900,196489.300,245402.700,70032.580,199681.500,190061.000,693299.800,0.000
189934.000,192145.000,196495.700,245947.300,70051.890,199683.000,190115.300,693420.200,0.000
189930.500,192148.700,196500.800,246840.400,70069.860,199680.000,190155.300,694072.900,0.000
189929.000,192150.900,196490.700,246808.000,70053.410,199687.800,190116.000,694308.100,0.000
189929.500,192141.000,196474.900,245951.200,70019.970,199683.500,190047.100,693608.400,0.000
189945.200,192155.600,196495.500,245348.200,70039.550,199689.100,190065.800,693103.600,0.000
189941.400,192150.400,196503.100,245891.400,70059.040,199689.300,190120.500,693200.300,0.000
189941.400,192153.300,196512.300,246791.200,70079.520,199688.400,190163.800,693828.900,0.000
189924.600,192136.400,196486.100,246751.600,70046.700,199674.900,190106.800,694033.400,0.000
189917.900,192129.100,196467.500,245895.000,70015.320,199672.500,190040.800,693318.000,0.000
189934.500,192153.800,196490.300,245292.000,70042.410,199689.100,190069.200,692805.500,0.000
189933.300,192152.000,196498.000,245836.300,70064.770,199691.800,190130.100,692897.400,0.000
189932.000,192153.600,196505.400,246732.500,70082.910,199684.300,190170.000,693510.800,0.000
189918.800,192139.600,196484.600,246690.000,70054.300,199676.300,190116.000,693695.800,0.000
189923.900,192135.500,196474.800,245839.300,70028.020,199683.100,190055.300,692963.500,0.000
189942.400,192154.800,196496.600,245234.200,70048.310,199690.500,190073.100,692422.100,0.000
189947.900,192159.200,196511.200,245786.400,70072.900,199694.000,190130.800,692496.500,0.000
189953.900,192167.700,196525.400,246700.200,70098.020,199699.200,190176.300,693110.400,0.000
189929.100,192147.300,196493.500,246654.300,70058.230,199680.900,190116.200,693286.400,0.000
189923.200,192144.700,196474.900,245800.800,70025.430,199681.500,190051.200,692552.900,0.000
189943.700,192170.600,196502.100,245209.700,70056.800,199705.300,190085.000,692033.300,0.000
189937.400,192162.400,196504.800,245758.700,70071.470,199700.600,190134.500,692116.100,0.000
189934.600,192161.400,196509.900,246654.100,70087.120,199694.800,190173.100,692711.700,0.000
189922.700,192146.400,196486.900,246611.500,70056.980,199686.100,190120.400,692888.400,0.000
189926.600,192140.400,196473.200,245768.000,70028.290,199689.400,190056.100,692160.300,0.000
189948.400,192160.400,196499.900,245192.500,70056.000,199705.300,190086.900,691641.400,0.000
189938.200,192148.500,196499.900,245730.900,70064.140,199691.300,190129.400,691706.300,0.000
189940.500,192157.200,196510.800,246611.100,70086.670,199692.800,190172.900,692283.600,0.000
189927.800,192148.800,196491.800,246569.900,70060.740,199686.200,190122.500,692452.400,0.000
189913.300,192129.800,196463.700,245726.200,70017.730,199672.300,190044.600,691713.200,0.000
